date,store_id,product_id,units_sold
2026-08-06,S002,P003,10
2026-08-06,S003,P003,8
2026-08-06,S001,P004,7
2026-08-06,S002,P004,6
2026-08-06,S003,P004,8
2026-08-06,S001,P005,6
2026-08-06,S002,P005,4
2026-08-06,S003,P005,4
2026-08-06,S001,P006,7
2026-08-06,S002,P006,7
2026-08-06,S003,P006,6
2026-08-06,S001,P007,10
2026-08-06,S002,P007,9
2026-08-06,S003,P007,9
2026-08-06,S001,P008,4
2026-08-06,S002,P008,2
2026-08-06,S003,P008,4
2026-08-06,S001,P009,5
2026-08-06,S002,P009,6
2026-08-06,S003,P009,5
2026-08-06,S001,P010,5
2026-08-06,S002,P010,6
2026-08-06,S003,P010,6
2026-08-06,S001,P011,8
2026-08-06,S002,P011,9
2026-08-06,S003,P011,9
2026-08-06,S001,P012,6
2026-08-06,S002,P012,4
2026-08-06,S003,P012,5
2026-08-07,S001,P001,18
2026-08-07,S002,P001,7
2026-08-07,S003,P001,8
2026-08-07,S001,P002,9
2026-08-07,S002,P002,8
2026-08-07,S003,P002,12
2026-08-07,S001,P003,13
2026-08-07,S002,P003,10
2026-08-07,S003,P003,7
2026-08-07,S001,P004,7
2026-08-07,S002,P004,6
2026-08-07,S003,P004,8
2026-08-07,S001,P005,5
2026-08-07,S002,P005,4
2026-08-07,S003,P005,4
2026-08-07,S001,P006,7
2026-08-07,S002,P006,5
2026-08-07,S003,P006,5
2026-08-07,S001,P007,8
2026-08-07,S002,P007,8
2026-08-07,S003,P007,10
2026-08-07,S001,P008,4
2026-08-07,S002,P008,1
2026-08-07,S003,P008,3
2026-08-07,S001,P009,4
2026-08-07,S002,P009,6
2026-08-07,S003,P009,5
2026-08-07,S001,P010,7
2026-08-07,S002,P010,4
2026-08-07,S003,P010,7
2026-08-07,S001,P011,8
2026-08-07,S002,P011,8
2026-08-07,S003,P011,10
2026-08-07,S001,P012,5
2026-08-07,S002,P012,4
2026-08-07,S003,P012,5
2026-08-08,S001,P001,17
2026-08-08,S002,P001,7
2026-08-08,S003,P001,9
2026-08-08,S001,P002,10
2026-08-08,S002,P002,7
2026-08-08,S003,P002,12
2026-08-08,S001,P003,11
2026-08-08,S002,P003,10
2026-08-08,S003,P003,8
2026-08-08,S001,P004,7
2026-08-08,S002,P004,5
2026-08-08,S003,P004,8
2026-08-08,S001,P005,5
2026-08-08,S002,P005,3
2026-08-08,S003,P005,3
2026-08-08,S001,P006,7
2026-08-08,S002,P006,7
2026-08-08,S003,P006,5
2026-08-08,S001,P007,8
2026-08-08,S002,P007,8
2026-08-08,S003,P007,10
2026-08-08,S001,P008,4
2026-08-08,S002,P008,2
2026-08-08,S003,P008,5
2026-08-08,S001,P009,5
2026-08-08,S002,P009,6
2026-08-08,S003,P009,4
2026-08-08,S001,P010,6
2026-08-08,S002,P010,5
2026-08-08,S003,P010,7
2026-08-08,S001,P011,10
2026-08-08,S002,P011,7
2026-08-08,S003,P011,9
2026-08-08,S001,P012,5
2026-08-08,S002,P012,4
2026-08-08,S003,P012,6
2026-08-09,S001,P001,18
2026-08-09,S002,P001,7
2026-08-09,S003,P001,8
2026-08-09,S001,P002,10
2026-08-09,S002,P002,9
2026-08-09,S003,P002,12
2026-08-09,S001,P003,12
2026-08-09,S002,P003,10
2026-08-09,S003,P003,8
2026-08-09,S001,P004,7
2026-08-09,S002,P004,6
2026-08-09,S003,P004,7
2026-08-09,S001,P005,5
2026-08-09,S002,P005,4
2026-08-09,S003,P005,4
2026-08-09,S001,P006,7
2026-08-09,S002,P006,5
2026-08-09,S003,P006,4
2026-08-09,S001,P007,10
2026-08-09,S002,P007,7
2026-08-09,S003,P007,10
2026-08-09,S001,P008,5
2026-08-09,S002,P008,3
2026-08-09,S003,P008,5
2026-08-09,S001,P009,5
2026-08-09,S002,P009,6
2026-08-09,S003,P009,4
2026-08-09,S001,P010,5
2026-08-09,S002,P010,6
2026-08-09,S003,P010,7
2026-08-09,S001,P011,9
2026-08-09,S002,P011,8
2026-08-09,S003,P011,10
2026-08-09,S001,P012,4
2026-08-09,S002,P012,5
2026-08-09,S003,P012,5
2026-08-10,S001,P001,18
2026-08-10,S002,P001,7
2026-08-10,S003,P001,10
2026-08-10,S001,P002,11
2026-08-10,S002,P002,9
2026-08-10,S003,P002,12
2026-08-10,S001,P003,12
2026-08-10,S002,P003,9
2026-08-10,S003,P003,8
2026-08-10,S001,P004,6
2026-08-10,S002,P004,6
2026-08-10,S003,P004,7
2026-08-10,S001,P005,5
2026-08-10,S002,P005,4
2026-08-10,S003,P005,4
2026-08-10,S001,P006,6
2026-08-10,S002,P006,6
2026-08-10,S003,P006,5
2026-08-10,S001,P007,8
2026-08-10,S002,P007,8
2026-08-10,S003,P007,9
2026-08-10,S001,P008,5
2026-08-10,S002,P008,3
2026-08-10,S003,P008,5
2026-08-10,S001,P009,4
2026-08-10,S002,P009,6
2026-08-10,S003,P009,5
2026-08-10,S001,P010,6
2026-08-10,S002,P010,6
2026-08-10,S003,P010,7
2026-08-10,S001,P011,10
2026-08-10,S002,P011,9
2026-08-10,S003,P011,10
2026-08-10,S001,P012,6
2026-08-10,S002,P012,4
2026-08-10,S003,P012,4
2026-08-11,S001,P001,18
2026-08-11,S002,P001,8
2026-08-11,S003,P001,9
2026-08-11,S001,P002,10
2026-08-11,S002,P002,8
2026-08-11,S003,P002,12
2026-08-11,S001,P003,12
2026-08-11,S002,P003,10
2026-08-11,S003,P003,8
2026-08-11,S001,P004,7
2026-08-11,S002,P004,6
2026-08-11,S003,P004,8
2026-08-11,S001,P005,5
2026-08-11,S002,P005,4
2026-08-11,S003,P005,3
2026-08-11,S001,P006,7
2026-08-11,S002,P006,6
2026-08-11,S003,P006,5
2026-08-11,S001,P007,9
2026-08-11,S002,P007,8
2026-08-11,S003,P007,10
2026-08-11,S001,P008,4
2026-08-11,S002,P008,3
2026-08-11,S003,P008,4
2026-08-11,S001,P009,5
2026-08-11,S002,P009,6
2026-08-11,S003,P009,5
2026-08-11,S001,P010,6
2026-08-11,S002,P010,5
2026-08-11,S003,P010,7
2026-08-11,S001,P011,8
2026-08-11,S002,P011,8
2026-08-11,S003,P011,9
2026-08-11,S001,P012,4
2026-08-11,S002,P012,5
2026-08-11,S003,P012,5
2026-08-12,S001,P001,18
2026-08-12,S002,P001,8
2026-08-12,S003,P001,9
2026-08-12,S001,P002,10
2026-08-12,S002,P002,7
2026-08-12,S003,P002,13
2026-08-12,S001,P003,12
2026-08-12,S002,P003,10
2026-08-12,S003,P003,8
2026-08-12,S001,P004,7
2026-08-12,S002,P004,5
2026-08-12,S003,P004,7
2026-08-12,S001,P005,4
2026-08-12,S002,P005,3
2026-08-12,S003,P005,4
2026-08-12,S001,P006,6
2026-08-12,S002,P006,6
2026-08-12,S003,P006,5
2026-08-12,S001,P007,9
2026-08-12,S002,P007,8
2026-08-12,S003,P007,11
2026-08-12,S001,P008,4
2026-08-12,S002,P008,2
2026-08-12,S003,P008,4
2026-08-12,S001,P009,6
2026-08-12,S002,P009,5
2026-08-12,S003,P009,5
2026-08-12,S001,P010,6
2026-08-12,S002,P010,5
2026-08-12,S003,P010,6
2026-08-12,S001,P011,10
2026-08-12,S002,P011,7
2026-08-12,S003,P011,10
2026-08-12,S001,P012,5
2026-08-12,S002,P012,4
2026-08-12,S003,P012,6
2026-08-13,S001,P001,18
2026-08-13,S002,P001,7
2026-08-13,S003,P001,9
2026-08-13,S001,P002,10
2026-08-13,S002,P002,9
2026-08-13,S003,P002,11
2026-08-13,S001,P003,12
2026-08-13,S002,P003,11
2026-08-13,S003,P003,8
2026-08-13,S001,P004,8
2026-08-13,S002,P004,7
2026-08-13,S003,P004,8
2026-08-13,S001,P005,6
2026-08-13,S002,P005,4
2026-08-13,S003,P005,5
2026-08-13,S001,P006,7
2026-08-13,S002,P006,5
2026-08-13,S003,P006,5
2026-08-13,S001,P007,9
2026-08-13,S002,P007,9
2026-08-13,S003,P007,11
2026-08-13,S001,P008,3
2026-08-13,S002,P008,1
2026-08-13,S003,P008,5
2026-08-13,S001,P009,4
2026-08-13,S002,P009,6
2026-08-13,S003,P009,5
2026-08-13,S001,P010,6
2026-08-13,S002,P010,5
2026-08-13,S003,P010,6
2026-08-13,S001,P011,8
2026-08-13,S002,P011,8
2026-08-13,S003,P011,9
2026-08-13,S001,P012,5
2026-08-13,S002,P012,4
2026-08-13,S003,P012,6
2026-08-14,S001,P001,18
2026-08-14,S002,P001,6
2026-08-14,S003,P001,8
2026-08-14,S001,P002,10
2026-08-14,S002,P002,7
2026-08-14,S003,P002,13
2026-08-14,S001,P003,12
2026-08-14,S002,P003,11
2026-08-14,S003,P003,8
2026-08-14,S001,P004,6
2026-08-14,S002,P004,6
2026-08-14,S003,P004,9
2026-08-14,S001,P005,5
2026-08-14,S002,P005,4
2026-08-14,S003,P005,4
2026-08-14,S001,P006,8
2026-08-14,S002,P006,5
2026-08-14,S003,P006,6
2026-08-14,S001,P007,9
2026-08-14,S002,P007,9
2026-08-14,S003,P007,9
2026-08-14,S001,P008,4
2026-08-14,S002,P008,3
2026-08-14,S003,P008,3
2026-08-14,S001,P009,4
2026-08-14,S002,P009,5
2026-08-14,S003,P009,5
2026-08-14,S001,P010,6
2026-08-14,S002,P010,5
2026-08-14,S003,P010,7
2026-08-14,S001,P011,8
2026-08-14,S002,P011,8
2026-08-14,S003,P011,9
2026-08-14,S001,P012,4
2026-08-14,S002,P012,5
2026-08-14,S003,P012,5
2026-08-15,S001,P001,18
2026-08-15,S002,P001,7
2026-08-15,S003,P001,10
2026-08-15,S001,P002,10
2026-08-15,S002,P002,9
2026-08-15,S003,P002,12
2026-08-15,S001,P003,11
2026-08-15,S002,P003,10
2026-08-15,S003,P003,7
2026-08-15,S001,P004,6
2026-08-15,S002,P004,6
2026-08-15,S003,P004,9
2026-08-15,S001,P005,5
2026-08-15,S002,P005,5
2026-08-15,S003,P005,5
2026-08-15,S001,P006,8
2026-08-15,S002,P006,6
2026-08-15,S003,P006,6
2026-08-15,S001,P007,9
2026-08-15,S002,P007,8
2026-08-15,S003,P007,9
2026-08-15,S001,P008,4
2026-08-15,S002,P008,1
2026-08-15,S003,P008,5
2026-08-15,S001,P009,6
2026-08-15,S002,P009,7
2026-08-15,S003,P009,5
2026-08-15,S001,P010,6
2026-08-15,S002,P010,5
2026-08-15,S003,P010,7
2026-08-15,S001,P011,9
2026-08-15,S002,P011,8
2026-08-15,S003,P011,10
2026-08-15,S001,P012,6
2026-08-15,S002,P012,4
2026-08-15,S003,P012,5
2026-08-16,S001,P001,18
2026-08-16,S002,P001,6
2026-08-16,S003,P001,9
2026-08-16,S001,P002,10
2026-08-16,S002,P002,8
2026-08-16,S003,P002,13
2026-08-16,S001,P003,12
2026-08-16,S002,P003,11
2026-08-16,S003,P003,8
2026-08-16,S001,P004,8
2026-08-16,S002,P004,6
2026-08-16,S003,P004,8
2026-08-16,S001,P005,5
2026-08-16,S002,P005,4
2026-08-16,S003,P005,4
2026-08-16,S001,P006,7
2026-08-16,S002,P006,6
2026-08-16,S003,P006,4
2026-08-16,S001,P007,9
2026-08-16,S002,P007,8
2026-08-16,S003,P007,10
2026-08-16,S001,P008,4
2026-08-16,S002,P008,3
2026-08-16,S003,P008,3
2026-08-16,S001,P009,5
2026-08-16,S002,P009,6
2026-08-16,S003,P009,5
2026-08-16,S001,P010,7
2026-08-16,S002,P010,5
2026-08-16,S003,P010,7
2026-08-16,S001,P011,8
2026-08-16,S002,P011,7
2026-08-16,S003,P011,10
2026-08-16,S001,P012,5
2026-08-16,S002,P012,4
2026-08-16,S003,P012,5
2026-08-17,S001,P001,17
2026-08-17,S002,P001,7
2026-08-17,S003,P001,9
2026-08-17,S001,P002,10
2026-08-17,S002,P002,9
2026-08-17,S003,P002,12
2026-08-17,S001,P003,12
2026-08-17,S002,P003,9
2026-08-17,S003,P003,8
2026-08-17,S001,P004,8
2026-08-17,S002,P004,5
2026-08-17,S003,P004,8
2026-08-17,S001,P005,6
2026-08-17,S002,P005,4
2026-08-17,S003,P005,4
2026-08-17,S001,P006,7
2026-08-17,S002,P006,5
2026-08-17,S003,P006,6
2026-08-17,S001,P007,10
2026-08-17,S002,P007,7
2026-08-17,S003,P007,11
2026-08-17,S001,P008,5
2026-08-17,S002,P008,2
2026-08-17,S003,P008,5
2026-08-17,S001,P009,5
2026-08-17,S002,P009,6
2026-08-17,S003,P009,6
2026-08-17,S001,P010,6
2026-08-17,S002,P010,6
2026-08-17,S003,P010,6
2026-08-17,S001,P011,9
2026-08-17,S002,P011,7
2026-08-17,S003,P011,10
2026-08-17,S001,P012,5
2026-08-17,S002,P012,5
2026-08-17,S003,P012,5
2026-08-18,S001,P001,18
2026-08-18,S002,P001,6
2026-08-18,S003,P001,9
2026-08-18,S001,P002,9
2026-08-18,S002,P002,7
2026-08-18,S003,P002,12
2026-08-18,S001,P003,12
2026-08-18,S002,P003,11
2026-08-18,S003,P003,8
2026-08-18,S001,P004,7
2026-08-18,S002,P004,7
2026-08-18,S003,P004,7
2026-08-18,S001,P005,5
2026-08-18,S002,P005,4
2026-08-18,S003,P005,4
2026-08-18,S001,P006,6
2026-08-18,S002,P006,6
2026-08-18,S003,P006,5
2026-08-18,S001,P007,9
2026-08-18,S002,P007,8
2026-08-18,S003,P007,10
2026-08-18,S001,P008,3
2026-08-18,S002,P008,2
2026-08-18,S003,P008,4
2026-08-18,S001,P009,6
2026-08-18,S002,P009,5
2026-08-18,S003,P009,6
2026-08-18,S001,P010,7
2026-08-18,S002,P010,4
2026-08-18,S003,P010,7
2026-08-18,S001,P011,9
2026-08-18,S002,P011,8
2026-08-18,S003,P011,10
2026-08-18,S001,P012,5
2026-08-18,S002,P012,3
2026-08-18,S003,P012,4
2026-08-19,S001,P001,18
2026-08-19,S002,P001,7
2026-08-19,S003,P001,9
2026-08-19,S001,P002,10
2026-08-19,S002,P002,8
2026-08-19,S003,P002,12
2026-08-19,S001,P003,12
2026-08-19,S002,P003,11
2026-08-19,S003,P003,8
2026-08-19,S001,P004,7
2026-08-19,S002,P004,7
2026-08-19,S003,P004,8
2026-08-19,S001,P005,5
2026-08-19,S002,P005,4
2026-08-19,S003,P005,3
2026-08-19,S001,P006,7
2026-08-19,S002,P006,6
2026-08-19,S003,P006,4
2026-08-19,S001,P007,10
2026-08-19,S002,P007,8
2026-08-19,S003,P007,9
2026-08-19,S001,P008,4
2026-08-19,S002,P008,2
2026-08-19,S003,P008,5
2026-08-19,S001,P009,5
2026-08-19,S002,P009,6
2026-08-19,S003,P009,5
2026-08-19,S001,P010,6
2026-08-19,S002,P010,5
2026-08-19,S003,P010,6
2026-08-19,S001,P011,9
2026-08-19,S002,P011,8
2026-08-19,S003,P011,10
2026-08-19,S001,P012,5
2026-08-19,S002,P012,4
2026-08-19,S003,P012,4
2026-08-20,S001,P001,19
2026-08-20,S002,P001,6
2026-08-20,S003,P001,9
2026-08-20,S001,P002,11
2026-08-20,S002,P002,7
2026-08-20,S003,P002,12
2026-08-20,S001,P003,12
2026-08-20,S002,P003,11
2026-08-20,S003,P003,8
2026-08-20,S001,P004,7
2026-08-20,S002,P004,6
2026-08-20,S003,P004,8
2026-08-20,S001,P005,6
2026-08-20,S002,P005,5
2026-08-20,S003,P005,4
2026-08-20,S001,P006,7
2026-08-20,S002,P006,6
2026-08-20,S003,P006,5
2026-08-20,S001,P007,10
2026-08-20,S002,P007,8
2026-08-20,S003,P007,10
2026-08-20,S001,P008,3
2026-08-20,S002,P008,1
2026-08-20,S003,P008,4
2026-08-20,S001,P009,6
2026-08-20,S002,P009,7
2026-08-20,S003,P009,6
2026-08-20,S001,P010,6
2026-08-20,S002,P010,5
2026-08-20,S003,P010,7
2026-08-20,S001,P011,8
2026-08-20,S002,P011,8
2026-08-20,S003,P011,9
2026-08-20,S001,P012,4
2026-08-20,S002,P012,5
2026-08-20,S003,P012,5
2026-08-21,S001,P001,17
2026-08-21,S002,P001,7
2026-08-21,S003,P001,10
2026-08-21,S001,P002,10
2026-08-21,S002,P002,8
2026-08-21,S003,P002,11
2026-08-21,S001,P003,12
2026-08-21,S002,P003,10
2026-08-21,S003,P003,8
2026-08-21,S001,P004,8
2026-08-21,S002,P004,6
2026-08-21,S003,P004,8
2026-08-21,S001,P005,5
2026-08-21,S002,P005,4
2026-08-21,S003,P005,4
2026-08-21,S001,P006,8
2026-08-21,S002,P006,6
2026-08-21,S003,P006,5
2026-08-21,S001,P007,10
2026-08-21,S002,P007,8
2026-08-21,S003,P007,10
2026-08-21,S001,P008,4
2026-08-21,S002,P008,1
2026-08-21,S003,P008,4
2026-08-21,S001,P009,6
2026-08-21,S002,P009,5
2026-08-21,S003,P009,5
2026-08-21,S001,P010,6
2026-08-21,S002,P010,5
2026-08-21,S003,P010,8
2026-08-21,S001,P011,10
2026-08-21,S002,P011,8
2026-08-21,S003,P011,10
2026-08-21,S001,P012,5
2026-08-21,S002,P012,5
2026-08-21,S003,P012,5
2026-08-22,S001,P001,18
2026-08-22,S002,P001,6
2026-08-22,S003,P001,10
2026-08-22,S001,P002,10
2026-08-22,S002,P002,8
2026-08-22,S003,P002,11
2026-08-22,S001,P003,13
2026-08-22,S002,P003,10
2026-08-22,S003,P003,8
2026-08-22,S001,P004,6
2026-08-22,S002,P004,6
2026-08-22,S003,P004,8
2026-08-22,S001,P005,4
2026-08-22,S002,P005,4
2026-08-22,S003,P005,4
2026-08-22,S001,P006,7
2026-08-22,S002,P006,6
2026-08-22,S003,P006,5
2026-08-22,S001,P007,9
2026-08-22,S002,P007,7
2026-08-22,S003,P007,10
2026-08-22,S001,P008,4
2026-08-22,S002,P008,2
2026-08-22,S003,P008,4
2026-08-22,S001,P009,5
2026-08-22,S002,P009,5
2026-08-22,S003,P009,6
2026-08-22,S001,P010,6
2026-08-22,S002,P010,5
2026-08-22,S003,P010,7
2026-08-22,S001,P011,10
2026-08-22,S002,P011,8
2026-08-22,S003,P011,9
2026-08-22,S001,P012,5
2026-08-22,S002,P012,4
2026-08-22,S003,P012,5
2026-08-23,S001,P001,19
2026-08-23,S002,P001,7
2026-08-23,S003,P001,9
2026-08-23,S001,P002,10
2026-08-23,S002,P002,8
2026-08-23,S003,P002,13
2026-08-23,S001,P003,11
2026-08-23,S002,P003,10
2026-08-23,S003,P003,8
2026-08-23,S001,P004,6
2026-08-23,S002,P004,7
2026-08-23,S003,P004,8
2026-08-23,S001,P005,6
2026-08-23,S002,P005,4
2026-08-23,S003,P005,3
2026-08-23,S001,P006,7
2026-08-23,S002,P006,6
2026-08-23,S003,P006,5
2026-08-23,S001,P007,10
2026-08-23,S002,P007,8
2026-08-23,S003,P007,10
2026-08-23,S001,P008,4
2026-08-23,S002,P008,3
2026-08-23,S003,P008,3
2026-08-23,S001,P009,5
2026-08-23,S002,P009,7
2026-08-23,S003,P009,4
2026-08-23,S001,P010,7
2026-08-23,S002,P010,6
2026-08-23,S003,P010,7
2026-08-23,S001,P011,9
2026-08-23,S002,P011,9
2026-08-23,S001,P012,5
2026-08-23,S002,P012,5
2026-08-23,S003,P012,6
2026-08-24,S001,P001,18
2026-08-24,S002,P001,6
2026-08-24,S003,P001,9
2026-08-24,S001,P002,11
2026-08-24,S002,P002,8
2026-08-24,S003,P002,12
2026-08-24,S001,P003,11
2026-08-24,S002,P003,10
2026-08-24,S003,P003,7
2026-08-24,S001,P004,6
2026-08-24,S002,P004,6
2026-08-24,S003,P004,8
2026-08-24,S001,P005,5
2026-08-24,S002,P005,4
2026-08-24,S003,P005,5
2026-08-24,S001,P006,7
2026-08-24,S002,P006,6
2026-08-24,S003,P006,5
2026-08-24,S001,P007,9
2026-08-24,S002,P007,9
2026-08-24,S003,P007,10
2026-08-24,S001,P008,4
2026-08-24,S002,P008,2
2026-08-24,S003,P008,3
2026-08-24,S001,P009,4
2026-08-24,S002,P009,6
2026-08-24,S003,P009,5
2026-08-24,S001,P010,6
2026-08-24,S002,P010,6
2026-08-24,S003,P010,7
2026-08-24,S001,P011,9
2026-08-24,S002,P011,9
2026-08-24,S003,P011,10
2026-08-24,S001,P012,5
2026-08-24,S002,P012,4
2026-08-24,S003,P012,5
2026-08-25,S001,P001,24
2026-08-25,S002,P001,7
2026-08-25,S003,P001,9
2026-08-25,S001,P002,9
2026-08-25,S002,P002,8
2026-08-25,S003,P002,12
2026-08-25,S001,P003,8
2026-08-25,S002,P003,10
2026-08-25,S003,P003,8
2026-08-25,S001,P004,7
2026-08-25,S002,P004,6
2026-08-25,S003,P004,7
2026-08-25,S001,P005,5
2026-08-25,S002,P005,4
2026-08-25,S003,P005,5
2026-08-25,S001,P006,7
2026-08-25,S002,P006,6
2026-08-25,S003,P006,6
2026-08-25,S001,P007,9
2026-08-25,S002,P007,8
2026-08-25,S003,P007,10
2026-08-25,S001,P008,4
2026-08-25,S002,P008,2
2026-08-25,S003,P008,4
2026-08-25,S001,P009,4
2026-08-25,S002,P009,7
2026-08-25,S003,P009,5
2026-08-25,S001,P010,5
2026-08-25,S002,P010,5
2026-08-25,S003,P010,8
2026-08-25,S001,P011,9
2026-08-25,S002,P011,8
2026-08-25,S003,P011,10
2026-08-25,S001,P012,4
2026-08-25,S002,P012,4
2026-08-25,S003,P012,5
2026-08-26,S001,P001,24
2026-08-26,S002,P001,7
2026-08-26,S003,P001,8
2026-08-26,S001,P002,10
2026-08-26,S002,P002,9
2026-08-26,S003,P002,12
2026-08-26,S001,P003,7
2026-08-26,S002,P003,10
2026-08-26,S003,P003,8
2026-08-26,S001,P004,7
2026-08-26,S002,P004,7
2026-08-26,S003,P004,8
2026-08-26,S001,P005,5
2026-08-26,S002,P005,4
2026-08-26,S003,P005,5
2026-08-26,S001,P006,7
2026-08-26,S002,P006,6
2026-08-26,S003,P006,4
2026-08-26,S001,P007,9
2026-08-26,S002,P007,8
2026-08-26,S003,P007,9
2026-08-26,S001,P008,3
2026-08-26,S002,P008,1
2026-08-26,S003,P008,3
2026-08-26,S001,P009,5
2026-08-26,S002,P009,6
2026-08-26,S003,P009,5
2026-08-26,S001,P010,6
2026-08-26,S002,P010,5
2026-08-26,S003,P010,8
2026-08-26,S001,P011,9
2026-08-26,S002,P011,8
2026-08-26,S003,P011,10
2026-08-26,S001,P012,6
2026-08-26,S002,P012,4
2026-08-26,S003,P012,5
2026-08-27,S001,P001,24
2026-08-27,S002,P001,7
2026-08-27,S003,P001,9
2026-08-27,S001,P002,10
2026-08-27,S002,P002,9
2026-08-27,S003,P002,13
2026-08-27,S001,P003,8
2026-08-27,S002,P003,10
2026-08-27,S003,P003,8
2026-08-27,S001,P004,8
2026-08-27,S002,P004,6
2026-08-27,S003,P004,7
2026-08-27,S001,P005,5
2026-08-27,S002,P005,5
2026-08-27,S003,P005,4
2026-08-27,S001,P006,6
2026-08-27,S002,P006,5
2026-08-27,S003,P006,5
2026-08-27,S001,P007,10
2026-08-27,S002,P007,8
2026-08-27,S003,P007,11
2026-08-27,S001,P008,4
2026-08-27,S002,P008,1
2026-08-27,S003,P008,4
2026-08-27,S001,P009,4
2026-08-27,S002,P009,6
2026-08-27,S003,P009,5
2026-08-27,S001,P010,5
2026-08-27,S002,P010,5
2026-08-27,S003,P010,7
2026-08-27,S001,P011,9
2026-08-27,S002,P011,9
